ward_id,segment_length_m,water_proximity,house_density,citizen_pressure,rainfall_sensor_mm,pump_runtime_hours,last_maintenance_days,blocked_target,mid_lat,mid_lon
81,40.579,0.94724,48.0,0.12912,47.8143,4.8232,99.75,1,23.71186,90.401686
81,23.056,0.9481,47.0,0.32952,49.3072,11.0862,88.387,1,23.711782,90.401961
81,40.658,0.94428,45.0,0.37316,59.808,4.8209,84.7987,1,23.711729,90.402243
81,39.903,0.93942,41.0,0.5541,56.8941,7.0679,121.178,1,23.711664,90.402601
81,18.723,0.93596,39.0,0.6333,47.1895,5.7464,88.7534,1,23.711613,90.40286
81,4.0,0.93892,43.0,0.63734,53.0156,4.4055,67.0119,1,23.71189,90.402404
81,4.849,0.93844,43.0,0.04904,35.7246,7.1581,92.3023,1,23.711913,90.40241
81,6.583,0.93745,43.0,0.66424,43.289,5.542,139.739,1,23.711963,90.402419
81,10.292,0.93638,43.0,0.35475,38.2921,8.5663,38.9913,1,23.712038,90.402409
81,9.477,0.93533,42.0,0.37196,53.5093,5.6654,49.0941,1,23.712123,90.402386
81,13.653,0.93379,42.0,0.52151,40.4077,2.8442,77.3763,1,23.712226,90.402376
81,7.837,0.93205,42.0,0.4994,49.1655,7.3057,61.97,1,23.712322,90.402385
81,4.0,0.93115,42.0,0.55117,61.6461,4.9,95.9509,1,23.712364,90.402396
81,11.442,0.92993,42.0,0.48666,42.5174,3.8808,99.0162,1,23.712423,90.402411
81,10.934,0.91721,45.0,0.37616,49.3314,5.5029,73.8335,1,23.713105,90.401129
81,16.551,0.91896,46.0,0.24431,35.7631,6.9452,75.8499,1,23.712983,90.401111
81,13.545,0.92074,46.0,0.30286,56.343,4.8578,87.4711,1,23.712849,90.401085
81,16.881,0.92241,47.0,0.41077,45.9387,5.131,80.1331,1,23.712716,90.401052
81,13.811,0.9239,47.0,0.53868,66.0149,6.9051,83.4767,1,23.712585,90.40101
81,6.044,0.92448,47.0,0.22114,43.4634,4.8208,75.0034,1,23.712508,90.400969
81,5.113,0.92464,47.0,0.27696,44.9672,7.7755,113.073,1,23.712468,90.400938
81,8.424,0.92521,47.0,0.65758,32.3578,4.3924,122.3804,1,23.712412,90.400916
81,7.304,0.92597,47.0,0.51804,30.6635,5.7407,64.504,1,23.712345,90.400894
81,8.121,0.92668,47.0,0.52397,64.9745,3.2564,38.6222,1,23.712279,90.400871
81,10.356,0.94047,48.0,0.41278,57.1273,5.1634,59.0094,1,23.712009,90.401429
81,8.295,0.93956,47.0,0.40954,43.171,4.3311,51.0535,1,23.712089,90.401454
81,8.889,0.93867,47.0,0.37744,62.5659,7.053,74.3228,1,23.712164,90.401475
81,4.04,0.938,47.0,0.40081,52.7951,7.0868,71.846,1,23.712219,90.401491
81,8.73,0.93728,47.0,0.24249,29.7943,7.597,69.8581,1,23.712275,90.401504
81,12.976,0.93599,47.0,0.00635,49.5177,5.5844,114.9268,1,23.712371,90.401522
81,4.0,0.93516,47.0,0.54538,32.7095,7.0149,87.6532,1,23.712429,90.401531
81,13.085,0.9359,47.0,0.11971,24.3547,3.5816,71.1323,1,23.712372,90.401517
81,10.583,0.93729,47.0,0.70048,49.908,4.9501,105.8764,1,23.712267,90.401497
81,4.0,0.93801,47.0,0.62701,50.3455,7.1899,74.76,1,23.712212,90.401484
81,8.814,0.93857,47.0,0.46281,41.0817,9.0674,18.6496,1,23.712165,90.401471
81,8.325,0.93943,47.0,0.47239,43.9966,9.0455,85.0965,1,23.712091,90.401449
81,10.306,0.94028,48.0,0.5803,41.5435,8.4924,93.2912,1,23.712012,90.401421
81,8.638,0.91866,40.0,0.73628,47.7496,4.5816,34.356,1,23.712959,90.402551
81,10.213,0.91972,41.0,0.22605,30.3552,4.1269,71.9159,1,23.712976,90.40247
81,6.572,0.92092,41.0,0.44412,52.8584,5.3665,78.9385,1,23.712979,90.402394
81,5.862,0.92165,41.0,0.30327,37.7735,7.3781,76.19,1,23.712991,90.40234
81,5.574,0.92224,43.0,0.56806,43.0424,3.3471,130.8396,1,23.713005,90.40229
81,5.106,0.92294,43.0,0.43636,55.3766,6.1776,73.7136,1,23.71301,90.402243
81,4.0,0.92349,43.0,0.50985,46.1657,7.4312,50.8178,1,23.71301,90.40221
81,6.13,0.92416,43.0,0.41941,52.6412,3.6747,80.0533,1,23.713007,90.402173
81,4.0,0.92492,43.0,0.10838,59.891,5.4581,71.624,1,23.713003,90.402131
81,6.997,0.92568,43.0,0.34199,45.7141,5.1642,61.4616,1,23.713003,90.402085
81,8.891,0.92682,45.0,0.27068,42.7054,4.5018,61.7164,1,23.713006,90.402014
81,5.106,0.92784,45.0,0.46569,50.3903,7.6342,35.108,1,23.713008,90.401951
81,4.0,0.92847,45.0,0.44511,42.3548,6.5864,75.7751,1,23.713009,90.401913
81,4.0,0.92896,45.0,0.30834,69.6913,7.5295,81.5959,1,23.713012,90.401881
81,4.0,0.92937,45.0,0.49809,55.7319,8.5121,90.2342,1,23.713014,90.401853
81,4.0,0.92975,46.0,0.29382,38.8131,5.9258,79.6251,1,23.713013,90.401831
81,4.0,0.93008,46.0,0.30835,46.2186,6.8752,79.0828,1,23.713012,90.401808
81,4.0,0.93124,42.0,0.26604,57.6057,4.1,35.9126,1,23.712355,90.4024
81,4.0,0.94031,45.0,0.57382,69.277,6.4185,97.5009,1,23.711902,90.402309
81,4.0,0.94083,48.0,0.0,50.3823,5.6429,126.1037,1,23.711967,90.401408
81,4.0,0.92097,46.0,0.41967,45.6464,8.1477,65.9372,1,23.712841,90.40109
81,4.0,0.93898,43.0,0.33266,34.5313,5.8224,98.6779,1,23.711886,90.402404
81,4.0,0.92463,47.0,0.35278,54.8448,6.9147,92.7146,1,23.712507,90.400977
81,4.0,0.92232,47.0,0.31024,57.8316,5.604,73.9323,1,23.712733,90.401064
81,4.0,0.92186,35.0,0.37258,34.8576,7.4058,86.4064,1,23.712255,90.403063
81,4.0,0.92986,46.0,0.2901,39.1497,5.0,43.0668,1,23.713011,90.401794
81,21.742,0.92327,38.0,0.29576,47.8699,3.0439,95.1203,1,23.712268,90.402966
81,12.263,0.92542,39.0,0.20457,54.9484,9.0801,134.5909,1,23.71229,90.402815
81,10.676,0.92684,40.0,0.36219,68.8093,5.4259,101.9659,1,23.712307,90.402713
81,4.419,0.92777,40.0,0.15814,64.7646,5.1467,57.3227,1,23.712318,90.402646
81,9.929,0.92869,40.0,0.25242,36.3627,6.4436,90.354,1,23.712326,90.402581
81,15.42,0.93031,42.0,0.44385,43.6522,5.7953,119.2459,1,23.712342,90.402468
81,7.594,0.93196,42.0,0.45835,53.4624,5.6184,58.4429,1,23.712321,90.402391
81,13.542,0.93367,42.0,0.28244,48.6782,3.9337,50.828,1,23.712227,90.402383
81,9.369,0.93519,42.0,0.0,48.3989,7.4031,70.1872,1,23.712125,90.402393
81,10.399,0.93624,43.0,0.42562,36.7173,3.8976,77.4795,1,23.712039,90.402416
81,6.804,0.93733,43.0,0.40189,32.8073,6.8627,70.3812,1,23.711963,90.402426
81,4.849,0.93834,43.0,0.13638,66.9247,8.2832,95.8545,1,23.711912,90.402417
81,11.621,0.93976,43.0,0.34064,28.5214,3.8969,108.0434,1,23.711839,90.402405
81,6.096,0.94109,43.0,0.53785,45.2045,6.9844,107.9217,1,23.71176,90.402404
81,4.0,0.94155,43.0,0.06346,47.6781,3.8925,53.3711,1,23.711718,90.402418
81,39.664,0.93927,41.0,0.24034,58.3042,6.6665,112.2112,1,23.711671,90.402603
81,18.134,0.93585,39.0,0.39832,50.2837,6.7537,50.9269,1,23.711621,90.402858
81,21.977,0.93292,39.0,0.44074,45.743,7.1609,78.9277,1,23.711702,90.402952
81,38.836,0.92762,39.0,0.3348,53.9006,7.1903,64.8228,1,23.711972,90.403001
81,12.707,0.92303,36.0,0.25662,52.2067,6.0676,76.6824,1,23.712198,90.403049
81,4.0,0.92127,46.0,0.79037,41.5502,3.3132,87.974,1,23.712838,90.401106
81,5.551,0.92207,46.0,0.4128,25.5946,2.8173,94.552,1,23.71283,90.401145
81,11.127,0.93463,47.0,0.61959,55.9743,4.8555,47.5302,1,23.712715,90.401784
81,4.0,0.93366,47.0,0.43684,38.7446,2.649,71.8226,1,23.712777,90.401788
81,6.553,0.93103,46.0,0.35185,37.4238,7.5267,98.1647,1,23.71281,90.401664
81,10.615,0.93249,47.0,0.52875,48.8168,5.1051,134.596,1,23.712799,90.40174
81,10.726,0.93257,47.0,0.44951,47.2607,5.1459,117.4702,1,23.712795,90.40174
81,6.489,0.93109,47.0,0.38122,49.667,5.2112,100.1657,1,23.712806,90.401663
81,4.0,0.93344,47.0,0.2331,55.515,3.4947,59.6986,1,23.71279,90.401788
81,4.0,0.9334,47.0,0.40729,51.5667,4.8336,79.4805,1,23.712792,90.401788
81,10.694,0.93967,43.0,0.53904,60.2107,5.5405,64.7142,1,23.711893,90.402356
81,6.735,0.94075,45.0,0.52022,50.2343,6.9583,61.0603,1,23.711906,90.402279
81,5.9,0.92132,46.0,0.44399,34.3163,4.3586,85.5526,1,23.712814,90.401084
81,5.978,0.92198,47.0,0.49378,43.2811,5.6596,94.9829,1,23.712762,90.401072
81,6.735,0.94072,45.0,0.15973,40.5373,8.7127,102.7586,1,23.711908,90.402279
81,10.676,0.93963,43.0,0.37381,42.6598,4.2462,64.0589,1,23.711895,90.402356
81,4.0,0.92268,46.0,0.48883,73.5601,6.9692,63.6331,1,23.712816,90.401168
81,15.22,0.92413,47.0,0.11345,40.4313,8.3068,67.204,1,23.712795,90.401235
81,10.973,0.91738,45.0,0.27375,45.22,3.6151,46.8681,1,23.713103,90.401138
81,16.442,0.9191,46.0,0.39904,58.1285,9.9049,106.4854,1,23.712981,90.401118
81,7.513,0.92053,46.0,0.27684,48.5847,5.6813,97.853,1,23.712875,90.401098
81,14.136,0.92594,47.0,0.21683,52.6998,8.0653,124.2593,1,23.712492,90.40104
81,13.738,0.92847,47.0,0.34662,50.4972,5.1964,84.4776,1,23.712463,90.401162
81,4.0,0.93003,47.0,0.51186,36.561,6.8279,141.0075,1,23.712446,90.40124
81,10.446,0.9229,47.0,0.56196,49.2022,5.8774,53.0241,1,23.712685,90.401051
81,13.811,0.92405,47.0,0.38401,48.5571,5.6198,23.1904,1,23.712582,90.401016
81,4.0,0.92464,47.0,0.4049,26.106,5.6713,91.5218,1,23.712516,90.400987
81,15.478,0.92413,47.0,0.49755,47.6935,6.8395,112.0107,1,23.712793,90.401232
81,4.0,0.92266,46.0,0.08047,60.0664,6.0679,106.9958,1,23.712815,90.401165
81,8.753,0.92176,46.0,0.26714,34.6209,4.6583,118.4168,1,23.712832,90.401128
81,9.438,0.93265,46.0,0.30333,30.3642,5.3367,120.3423,1,23.712837,90.401787
81,4.0,0.93171,46.0,0.17229,50.4827,9.6116,66.6291,1,23.712895,90.401789
81,11.212,0.93066,46.0,0.45928,44.5344,7.4542,84.5141,1,23.712961,90.401792
81,4.0,0.93008,47.0,0.63096,57.1279,5.1008,80.9509,1,23.712441,90.401238
81,13.738,0.92852,47.0,0.31241,23.0594,5.7041,90.1154,1,23.712458,90.401161
81,14.486,0.92596,47.0,0.46681,57.4467,6.6907,78.1845,1,23.712488,90.401037
81,14.565,0.92051,35.0,0.41367,30.675,4.0584,54.3997,1,23.712319,90.40308
81,17.695,0.91742,35.0,0.16241,48.269,1.9596,62.742,1,23.712456,90.403128
81,12.68,0.91442,35.0,0.45054,31.746,9.7648,68.4467,1,23.712581,90.403182
81,4.989,0.91266,35.0,0.17636,35.4544,8.2845,64.2613,1,23.712653,90.403217
81,4.0,0.92961,46.0,0.39696,31.6395,5.2529,114.3388,1,23.713011,90.401779
81,4.785,0.92901,46.0,0.59511,36.1135,6.8712,48.0867,1,23.713012,90.401744
81,4.224,0.92829,46.0,0.38524,17.9591,6.5228,63.1988,1,23.713014,90.401703
81,4.0,0.92783,46.0,0.57813,60.4081,6.9042,99.444,1,23.713015,90.401677
81,21.742,0.92323,38.0,0.32927,28.0022,5.7576,75.6194,1,23.712269,90.402966
81,12.245,0.92539,39.0,0.26987,58.8436,4.3243,76.4121,1,23.712291,90.402815
81,10.676,0.92682,40.0,0.38483,31.6911,5.4788,96.5953,1,23.712308,90.402713
81,4.419,0.92775,40.0,0.28688,47.7122,3.2185,78.6992,1,23.712319,90.402646
81,9.941,0.92867,40.0,0.4484,48.5361,9.889,94.0841,1,23.712328,90.402581
81,15.42,0.93027,42.0,0.44271,51.5285,2.1452,86.1679,1,23.712345,90.402468
81,10.568,0.9279,42.0,0.12987,35.5219,6.6786,86.6013,1,23.712519,90.402437
81,12.046,0.92578,42.0,0.57156,39.6818,3.5254,38.6114,1,23.712616,90.402467
81,11.902,0.92352,42.0,0.5116,45.2908,4.0897,71.73,1,23.712719,90.4025
81,5.369,0.92182,41.0,0.36058,49.6948,5.9747,37.8605,1,23.71279,90.40253
81,8.295,0.92051,40.0,0.62957,57.8501,4.4936,146.9849,1,23.712847,90.402552
81,7.07,0.91905,39.0,0.52731,55.0678,3.9666,90.7793,1,23.712913,90.402574
81,6.424,0.92693,47.0,0.53442,51.5703,4.8054,77.5299,1,23.712683,90.401291
81,4.0,0.9262,47.0,0.19875,47.8844,7.0018,65.728,1,23.712689,90.401253
81,4.0,0.92588,47.0,0.46282,30.1965,3.89,6.6235,1,23.712692,90.401237
81,6.971,0.92512,47.0,0.35305,30.2559,4.0879,120.9839,1,23.712699,90.401198
81,4.0,0.9244,47.0,0.47321,38.731,6.8989,95.7011,1,23.712708,90.401163
81,10.797,0.92328,47.0,0.35964,37.8097,5.4144,74.2931,1,23.712723,90.401112
81,11.323,0.93073,46.0,0.33695,53.49,4.0761,58.0504,1,23.71296,90.401796
81,4.0,0.9318,46.0,0.431,56.2189,6.2061,93.8791,1,23.712893,90.401793
81,9.658,0.93276,46.0,0.36725,53.704,1.864,89.2287,1,23.712834,90.401792
81,4.0,0.9337,47.0,0.32186,63.9839,4.0383,112.5584,1,23.712778,90.401792
81,4.0,0.93407,47.0,0.43276,70.74,7.1541,29.2649,1,23.712756,90.401792
81,9.126,0.93486,47.0,0.74226,45.8976,6.3571,102.8707,1,23.712705,90.401788
81,21.993,0.93278,39.0,0.46872,12.7071,2.0432,31.9096,1,23.711701,90.402962
81,38.836,0.92748,39.0,0.44165,24.7716,4.0911,76.1105,1,23.71197,90.40301
81,27.272,0.92155,35.0,0.42124,58.4554,5.1775,59.6017,1,23.712261,90.403075
81,17.593,0.91732,35.0,0.48484,34.8017,4.3469,82.5231,1,23.712452,90.403138
81,12.724,0.91432,35.0,0.39947,51.1109,4.614,54.9391,1,23.712578,90.403193
81,4.711,0.91257,35.0,0.2952,64.6757,4.626,141.7667,1,23.712648,90.403228
81,12.244,0.94214,48.0,0.48171,44.9452,5.1215,94.8587,1,23.711944,90.401464
81,40.334,0.94715,48.0,0.60979,29.4719,4.9089,73.4794,1,23.711867,90.401688
81,23.056,0.94795,47.0,0.36757,35.8149,5.006,73.2725,1,23.71179,90.401962
81,39.673,0.94421,45.0,0.35821,72.9116,3.4117,11.9281,1,23.711737,90.40224
81,4.0,0.9417,43.0,0.48229,51.4665,4.6921,64.2969,1,23.711718,90.40241
81,6.226,0.94124,43.0,0.54115,47.9814,5.1097,87.6966,1,23.711757,90.402398
81,11.18,0.93994,43.0,0.10289,49.8348,4.4084,63.9281,1,23.711835,90.402398
81,12.456,0.92667,46.0,0.57086,25.358,4.8244,65.765,1,23.712985,90.401577
81,8.991,0.92512,45.0,0.48723,55.985,3.3719,87.0299,1,23.713082,90.40158
81,6.595,0.92389,45.0,0.20434,74.8946,1.0902,82.6518,1,23.713125,90.40155
81,9.709,0.92269,45.0,0.51274,65.1892,5.2371,99.3965,1,23.713124,90.401477
81,7.339,0.92146,45.0,0.51414,42.8472,8.1735,45.3023,1,23.713122,90.401401
81,9.514,0.92008,45.0,0.16443,42.8482,6.5621,81.4333,1,23.71313,90.401326
81,15.657,0.91792,45.0,0.46617,51.705,7.3058,81.8847,1,23.713147,90.401214
81,4.0,0.93105,42.0,0.30254,76.2273,4.5858,31.4108,1,23.712364,90.402402
81,11.307,0.92985,42.0,0.45692,58.6513,6.3119,58.2748,1,23.712421,90.402417
81,10.568,0.92783,42.0,0.40509,39.4127,4.3012,59.5435,1,23.712516,90.402443
81,12.078,0.92571,42.0,0.14818,50.1983,6.9313,50.2717,1,23.712614,90.402473
81,11.902,0.92343,42.0,0.80855,69.1771,3.9649,81.9385,1,23.712716,90.402507
81,5.369,0.92174,41.0,0.42233,56.1272,9.3182,84.0636,1,23.712788,90.402537
81,8.402,0.92042,40.0,0.44644,52.3922,7.3671,47.0694,1,23.712846,90.402559
81,7.029,0.91896,39.0,0.31661,51.8476,6.3034,81.7156,1,23.712912,90.40258
81,12.561,0.92655,46.0,0.41139,44.3571,2.3584,86.7571,1,23.712986,90.40157
81,4.885,0.9253,45.0,0.22254,39.4302,6.0814,120.917,1,23.713064,90.401573
81,4.0,0.92469,45.0,0.3164,41.6595,5.5692,91.4334,1,23.713101,90.401574
81,5.799,0.92397,45.0,0.09822,60.3734,7.7699,62.9582,1,23.713119,90.401548
81,9.698,0.92283,45.0,0.2404,49.9313,5.4032,103.6135,1,23.713117,90.401478
81,7.334,0.9216,45.0,0.35773,46.6262,5.926,79.9857,1,23.713114,90.401402
81,9.831,0.92021,45.0,0.56728,42.2093,6.3779,91.8424,1,23.713121,90.401325
81,15.478,0.91803,45.0,0.3847,45.345,7.9998,80.6199,1,23.713139,90.401212
81,10.742,0.92332,47.0,0.57711,59.4943,5.5076,66.741,1,23.712719,90.40111
81,4.0,0.92442,47.0,0.49218,33.8887,5.9781,76.2199,1,23.712705,90.401161
81,5.511,0.92502,47.0,0.42331,53.9375,3.538,67.3821,1,23.712697,90.40119
81,4.0,0.92562,47.0,0.41317,59.1735,6.7253,65.5843,1,23.712693,90.401221
81,4.0,0.9258,47.0,0.2558,58.8768,3.0361,54.1305,1,23.712691,90.401231
81,4.0,0.92595,47.0,0.38974,58.3834,5.5367,91.5285,1,23.712691,90.401239
81,4.0,0.92622,47.0,0.4756,55.2532,5.603,81.8386,1,23.712688,90.401253
81,6.405,0.92696,47.0,0.25719,64.9727,10.0939,52.6178,1,23.712682,90.401291
81,4.0,0.90953,41.0,0.72426,41.7551,5.4992,90.5314,1,23.713668,90.401231
81,5.587,0.90978,41.0,0.3741,21.8277,4.2853,96.4445,1,23.713642,90.40122
81,4.9,0.9103,42.0,0.22233,42.9485,6.533,67.2983,1,23.713597,90.401206
81,6.705,0.91102,42.0,0.4778,42.0381,6.6937,69.8583,1,23.713545,90.401197
81,9.799,0.91206,42.0,0.28657,54.4707,5.6863,31.0256,1,23.713472,90.401186
81,7.794,0.91313,43.0,0.24437,63.7939,4.6994,62.9395,1,23.713394,90.401173
81,5.073,0.9139,43.0,0.38624,45.9549,7.0944,100.8162,1,23.713337,90.401162
81,4.617,0.91449,44.0,0.39394,44.994,9.5873,114.9098,1,23.713293,90.401154
81,4.27,0.91504,44.0,0.32639,37.59,7.5372,53.7191,1,23.713254,90.401148
81,4.0,0.91625,45.0,0.4501,32.7369,5.4694,73.8848,1,23.713169,90.401136
81,72.156,0.88968,35.0,0.30645,45.2014,5.952,48.7395,1,23.713218,90.399591
81,4.0,0.91549,44.0,0.33925,64.2646,8.7296,62.4227,1,23.713222,90.401143
81,4.0,0.91586,45.0,0.24293,55.2335,3.061,115.8607,1,23.713196,90.401139
81,9.484,0.90721,46.0,0.30704,41.8051,5.1575,81.7552,1,23.712945,90.400369
81,29.332,0.90043,39.0,0.51495,33.2628,7.657,84.6588,1,23.71292,90.399938
81,24.426,0.90612,44.0,0.55178,45.3078,8.6329,86.7431,1,23.712765,90.400124
81,58.044,0.91476,47.0,0.16193,42.7822,3.8019,117.1951,1,23.712547,90.400424
81,13.732,0.92226,47.0,0.42724,44.3037,4.6034,84.9313,1,23.712363,90.40069
81,4.0,0.92408,47.0,0.38154,64.9172,5.1347,47.2476,1,23.712318,90.400755
81,12.194,0.92575,47.0,0.53559,72.5591,4.8131,75.6413,1,23.712277,90.400813
81,19.007,0.90617,45.0,0.57256,62.2709,5.1756,50.6429,1,23.713061,90.400422
81,11.282,0.90471,45.0,0.31776,39.0004,3.9692,103.3909,1,23.71319,90.400464
81,16.512,0.90297,43.0,0.07859,40.8286,4.0519,66.9531,1,23.713314,90.400484
81,4.33,0.90153,43.0,0.40769,64.2893,6.1728,111.0383,1,23.713407,90.400491
81,5.222,0.90387,42.0,0.61767,45.9214,6.1968,111.2603,1,23.713534,90.400757
81,4.0,0.90455,42.0,0.3447,45.6013,3.8617,90.3456,1,23.713528,90.400792
81,4.0,0.90516,42.0,0.27268,54.9782,6.5544,125.1549,1,23.71351,90.400811
81,22.537,0.90715,43.0,0.25773,37.4529,3.8279,78.2896,1,23.713397,90.400817
81,37.452,0.91225,44.0,0.47956,60.6819,6.5969,94.9181,1,23.713251,90.400978
81,18.968,0.90603,45.0,0.27328,44.2275,2.6609,49.6334,1,23.713063,90.400416
81,11.092,0.90458,45.0,0.57415,64.1308,8.3131,58.5399,1,23.713192,90.400458
81,16.623,0.90286,43.0,0.51648,65.7055,5.18,75.0163,1,23.713314,90.400477
81,4.33,0.90141,43.0,0.35871,53.5891,8.3552,63.7338,1,23.713408,90.400485
81,12.371,0.90007,42.0,0.56904,48.0615,6.3429,122.4229,1,23.713484,90.400479
81,11.908,0.94727,35.0,0.02141,51.9582,7.0943,74.1721,1,23.71046,90.403334
81,13.059,0.94847,35.0,0.72091,54.7764,8.1578,102.3136,1,23.710494,90.403227
81,17.981,0.94987,36.0,0.36164,45.0722,7.3023,90.4449,1,23.710542,90.403095
81,21.89,0.9519,39.0,0.41981,46.5257,8.5998,54.367,1,23.710593,90.402923
81,10.963,0.94762,35.0,0.56669,51.6534,6.0795,84.6536,1,23.710448,90.403323
81,4.0,0.94825,35.0,0.2076,73.5851,5.7543,91.3903,1,23.710464,90.403271
81,11.76,0.94885,35.0,0.31437,55.8483,7.1182,105.8848,1,23.710484,90.403215
81,17.981,0.95019,36.0,0.6697,50.572,6.8081,70.116,1,23.710529,90.403089
81,21.432,0.95219,39.0,0.45439,51.3818,4.2918,127.2191,1,23.710579,90.402919
81,4.0,0.95342,40.0,0.52949,59.1361,6.3205,68.6657,1,23.710602,90.402823
82,5.228,0.75852,101.0,0.37817,60.1587,3.8491,68.5679,1,23.714762,90.398596
82,20.91,0.75664,100.0,0.668,61.4711,7.6542,94.9251,1,23.714757,90.398714
82,4.0,0.7552,97.0,0.35779,59.7075,2.0522,90.3147,1,23.714745,90.398812
82,12.999,0.7543,96.0,0.4538,51.6034,6.3445,78.7463,1,23.714735,90.398876
82,7.025,0.7529,93.0,0.25206,56.693,6.5605,88.9009,1,23.71473,90.398966
82,8.979,0.75185,91.0,0.52688,68.9791,8.2564,32.039,1,23.714721,90.399037
82,7.231,0.75094,88.0,0.25377,58.0686,3.5523,142.0194,1,23.714705,90.399108
82,6.073,0.75043,87.0,0.41092,36.7663,7.2663,60.6661,1,23.714681,90.399163
82,10.833,0.75029,85.0,0.37577,53.1919,5.4943,81.8434,1,23.714632,90.39922
82,60.606,0.76366,110.0,0.31758,53.0992,4.3017,52.4863,1,23.714754,90.398296
82,53.726,0.7722,117.0,0.45252,35.7262,4.161,100.3024,1,23.714512,90.398025
82,29.616,0.75632,87.0,0.52045,69.2575,6.7664,55.43,1,23.714118,90.399372
82,12.653,0.76019,104.0,0.59109,54.024,6.4256,118.6203,1,23.714697,90.398561
82,17.769,0.7549,94.0,0.27067,44.068,3.5114,119.2614,1,23.714647,90.398929
82,18.533,0.76613,87.0,0.32927,45.8718,4.6831,66.9574,1,23.713521,90.399381
82,32.792,0.76155,84.0,0.67982,42.62,0.7287,96.5879,1,23.713741,90.399436
82,16.087,0.75743,82.0,0.46995,44.514,2.1892,87.5968,1,23.713959,90.399464
82,8.497,0.75519,82.0,0.73902,34.9945,7.0735,52.8433,1,23.714066,90.399492
82,34.827,0.76843,94.0,0.37893,62.3918,3.5821,93.9032,1,23.713546,90.399217
82,7.02,0.76897,99.0,0.40958,51.6078,3.9315,58.6304,1,23.713662,90.399069
82,6.225,0.77536,118.0,0.16736,14.0951,3.9763,110.9767,1,23.715817,90.396531
82,16.435,0.77437,119.0,0.51844,48.5271,9.4372,67.5765,1,23.715781,90.396626
82,12.202,0.77313,121.0,0.53783,65.9209,6.5166,72.9813,1,23.715734,90.396747
82,16.464,0.77186,121.0,0.54572,60.1942,2.6161,65.4529,1,23.715689,90.396868
82,14.568,0.7704,123.0,0.43925,44.8155,4.9847,141.2206,1,23.715645,90.397001
82,8.212,0.76923,123.0,0.37995,59.1317,5.0,48.387,1,23.715616,90.397099
82,9.896,0.76838,124.0,0.37514,64.2446,5.1619,102.4615,1,23.71559,90.397176
82,6.553,0.7676,123.0,0.18482,48.8872,6.1134,104.5145,1,23.715567,90.397246
82,4.0,0.7671,121.0,0.08831,59.5595,5.3123,99.1743,1,23.71556,90.397282
82,14.701,0.76622,118.0,0.34295,57.755,8.4247,98.3278,1,23.715542,90.397354
82,6.145,0.76516,119.0,0.62731,65.0264,4.2549,37.7273,1,23.715516,90.397444
82,4.0,0.76484,118.0,0.35174,39.5585,5.6464,65.6592,1,23.7155,90.397479
82,13.693,0.76398,116.0,0.57278,44.5989,6.6445,85.5206,1,23.715482,90.397548
82,7.774,0.7627,113.0,0.54857,44.4853,6.3847,85.1914,1,23.715464,90.397644
82,15.034,0.7657,117.0,0.55322,55.5072,6.3781,87.0586,1,23.715549,90.397378
82,9.531,0.76443,117.0,0.58644,44.3579,6.5377,74.134,1,23.715519,90.397484
82,16.133,0.763,115.0,0.5137,58.0298,6.2524,86.6524,1,23.715492,90.397597
82,4.0,0.75405,96.0,0.40906,56.4317,5.0116,91.4868,1,23.715921,90.397706
82,8.753,0.75515,98.0,0.30999,63.2929,2.8196,79.8248,1,23.715868,90.397693
82,20.439,0.75753,104.0,0.40479,68.7038,6.2051,115.5664,1,23.715737,90.397681
82,12.915,0.76016,109.0,0.42067,43.274,9.3075,64.3833,1,23.715587,90.397672
82,5.772,0.76164,113.0,0.20947,73.832,4.406,146.0965,1,23.715503,90.397668
82,72.156,0.76767,79.0,0.42975,47.0445,7.584,80.4277,1,23.713218,90.399591
82,29.646,0.76125,84.0,0.511,34.756,6.4112,62.0914,1,23.713755,90.399439
82,15.979,0.75742,82.0,0.44877,39.7505,7.7133,82.7887,1,23.713959,90.399465
82,8.744,0.75516,82.0,0.47041,50.7893,4.621,72.3214,1,23.714066,90.399494
82,4.778,0.75383,82.0,0.35856,47.3207,7.5014,113.9339,1,23.714122,90.399518
82,4.874,0.75284,80.0,0.35593,44.9358,8.0043,68.4597,1,23.714159,90.39954
82,10.946,0.75121,78.0,0.63196,52.3123,6.2144,71.1521,1,23.71422,90.399576
82,16.482,0.76273,82.0,0.06215,60.7075,6.7314,61.8803,1,23.713606,90.3995
82,13.942,0.76092,79.0,0.5398,44.9682,5.1582,79.9848,1,23.71358,90.399634
82,13.017,0.75915,78.0,0.50346,47.1895,7.1119,97.1343,1,23.713566,90.399755
82,6.815,0.75767,76.0,0.61634,41.3985,7.3303,115.1622,1,23.713592,90.399817
82,7.149,0.75639,76.0,0.29134,67.3519,4.7469,101.3006,1,23.713652,90.399834
82,26.085,0.75372,69.0,0.41736,28.6848,6.6707,41.8652,1,23.713681,90.399966
82,4.0,0.78413,144.0,0.44993,54.6669,7.8117,99.4649,1,23.714774,90.397047
82,54.168,0.7724,118.0,0.63725,47.5039,6.3346,69.4746,1,23.714514,90.398011
82,60.002,0.78138,131.0,0.42371,16.1908,4.6974,96.7206,1,23.715581,90.396406
82,57.65,0.78115,131.0,0.18865,43.8002,7.0517,110.5233,1,23.715583,90.396418
