id,ward_id,title,category,agency,permit_required,estimated_cost_lakh,expected_beneficiaries,beneficiary_ci_low,beneficiary_ci_high,beneficiary_method,impact_per_lakh,feasibility,equity_need,urgency,impact_signal
1145,34,Canal edge desilting - Cluster 23,Water,WASA,False,2.433,1006,644,1383,bayesian-gamma-poisson-montecarlo-v2,413.548,0.7094,0.5222,0.5409,0.51334
1146,34,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,0.513,940,590,1292,bayesian-gamma-poisson-montecarlo-v2,1831.044,0.8774,0.5533,0.4607,0.69245
1147,34,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,1.009,1011,676,1401,bayesian-gamma-poisson-montecarlo-v2,1002.069,0.6773,0.5351,0.7166,0.62367
1148,34,Road patch and resurfacing - Cluster 26,Road,LGED,False,1.188,908,545,1261,bayesian-gamma-poisson-montecarlo-v2,764.198,0.4294,0.4751,0.4793,0.43996
1149,34,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.826,903,587,1244,bayesian-gamma-poisson-montecarlo-v2,1093.531,0.8769,0.456,0.5066,0.62308
1150,34,Pocket park and tree corridor - Cluster 28,Green,RAJUK,False,0.551,912,597,1221,bayesian-gamma-poisson-montecarlo-v2,1653.852,0.9732,0.4488,0.4881,0.6896
1151,34,Canal edge desilting - Cluster 29,Water,WASA,False,2.117,992,617,1358,bayesian-gamma-poisson-montecarlo-v2,468.558,0.6305,0.4325,0.6538,0.5113
1152,34,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,1.027,944,590,1336,bayesian-gamma-poisson-montecarlo-v2,918.792,0.6722,0.5603,0.5297,0.57215
1153,34,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.517,1001,660,1421,bayesian-gamma-poisson-montecarlo-v2,1937.048,0.9382,0.4432,0.5842,0.71982
1154,34,Road patch and resurfacing - Cluster 32,Road,LGED,False,2.515,938,598,1341,bayesian-gamma-poisson-montecarlo-v2,372.956,0.6503,0.5094,0.3862,0.47311
1155,34,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.674,912,568,1307,bayesian-gamma-poisson-montecarlo-v2,1352.352,0.7552,0.4529,0.527,0.5522
1156,34,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,2.033,900,539,1298,bayesian-gamma-poisson-montecarlo-v2,442.651,0.5541,0.3343,0.5529,0.44104
1157,35,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,1.367,971,657,1347,bayesian-gamma-poisson-montecarlo-v2,710.502,0.6222,0.5537,0.672,0.59875
1158,35,Road patch and resurfacing - Cluster 2,Road,LGED,False,0.678,444,151,800,bayesian-gamma-poisson-montecarlo-v2,655.269,0.7614,0.7033,0.4751,0.57892
1159,35,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.824,912,583,1226,bayesian-gamma-poisson-montecarlo-v2,1107.125,0.5719,0.5596,0.4998,0.52774
1160,35,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,1.709,914,601,1252,bayesian-gamma-poisson-montecarlo-v2,534.672,0.7175,0.6047,0.5829,0.58193
1161,35,Canal edge desilting - Cluster 5,Water,WASA,True,3.484,984,650,1342,bayesian-gamma-poisson-montecarlo-v2,282.445,0.4776,0.6259,0.5744,0.48287
1162,35,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.971,898,567,1260,bayesian-gamma-poisson-montecarlo-v2,924.586,0.5533,0.5827,0.6164,0.60266
1163,35,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,True,1.087,985,638,1369,bayesian-gamma-poisson-montecarlo-v2,906.563,0.7783,0.6416,0.6632,0.63955
1164,35,Road patch and resurfacing - Cluster 8,Road,LGED,False,1.342,582,241,940,bayesian-gamma-poisson-montecarlo-v2,433.568,0.7624,0.5724,0.5619,0.54752
1165,35,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.273,764,403,1151,bayesian-gamma-poisson-montecarlo-v2,2802.604,0.723,0.609,0.5124,0.75594
1166,35,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,1.161,931,578,1294,bayesian-gamma-poisson-montecarlo-v2,801.975,0.6021,0.5984,0.4847,0.52768
1167,35,Canal edge desilting - Cluster 11,Water,WASA,False,1.044,965,601,1320,bayesian-gamma-poisson-montecarlo-v2,924.429,0.4923,0.6676,0.6964,0.57722
1168,35,Community safety lighting - Cluster 12,Public Safety,City Corporation,False,1.386,906,570,1290,bayesian-gamma-poisson-montecarlo-v2,653.808,0.7955,0.6869,0.5664,0.65085
1169,35,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,0.496,972,649,1355,bayesian-gamma-poisson-montecarlo-v2,1959.819,0.704,0.6421,0.5787,0.72886
1170,35,Road patch and resurfacing - Cluster 14,Road,LGED,False,1.732,646,293,1006,bayesian-gamma-poisson-montecarlo-v2,372.971,0.848,0.5415,0.6884,0.62607
1171,35,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,0.644,879,566,1210,bayesian-gamma-poisson-montecarlo-v2,1364.113,0.758,0.5031,0.5646,0.66564
1172,35,Pocket park and tree corridor - Cluster 16,Green,RAJUK,False,1.158,924,593,1273,bayesian-gamma-poisson-montecarlo-v2,797.648,0.7216,0.5047,0.5887,0.56246
1173,35,Canal edge desilting - Cluster 17,Water,WASA,False,2.54,978,604,1399,bayesian-gamma-poisson-montecarlo-v2,384.999,0.8522,0.7129,0.6017,0.66265
1174,35,Community safety lighting - Cluster 18,Public Safety,City Corporation,True,0.548,887,523,1250,bayesian-gamma-poisson-montecarlo-v2,1619.276,0.5883,0.672,0.4826,0.6614
1175,35,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,1.215,982,663,1314,bayesian-gamma-poisson-montecarlo-v2,808.301,0.885,0.652,0.57,0.62448
1176,35,Road patch and resurfacing - Cluster 20,Road,LGED,True,2.737,734,340,1170,bayesian-gamma-poisson-montecarlo-v2,268.194,0.8405,0.6005,0.6024,0.5473
1177,35,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,1.12,902,552,1287,bayesian-gamma-poisson-montecarlo-v2,805.224,0.9016,0.6485,0.5301,0.62388
1178,35,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,1.135,877,530,1219,bayesian-gamma-poisson-montecarlo-v2,772.728,0.738,0.432,0.6323,0.56281
1179,35,Canal edge desilting - Cluster 23,Water,WASA,True,2.531,972,619,1388,bayesian-gamma-poisson-montecarlo-v2,384.046,0.5063,0.5628,0.6912,0.54558
1180,35,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,0.587,871,555,1219,bayesian-gamma-poisson-montecarlo-v2,1484.249,0.4789,0.6331,0.5682,0.60178
1181,35,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,1.416,977,636,1351,bayesian-gamma-poisson-montecarlo-v2,690.114,0.6537,0.4675,0.6586,0.5621
1182,35,Road patch and resurfacing - Cluster 26,Road,LGED,False,2.407,733,348,1115,bayesian-gamma-poisson-montecarlo-v2,304.536,0.99,0.443,0.575,0.57266
1183,35,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,1.175,918,595,1275,bayesian-gamma-poisson-montecarlo-v2,780.947,0.8092,0.4252,0.5912,0.57786
1184,35,Pocket park and tree corridor - Cluster 28,Green,RAJUK,False,1.687,861,560,1199,bayesian-gamma-poisson-montecarlo-v2,510.283,0.7459,0.703,0.5215,0.57259
1185,35,Canal edge desilting - Cluster 29,Water,WASA,True,3.241,970,622,1336,bayesian-gamma-poisson-montecarlo-v2,299.252,0.9517,0.6406,0.7749,0.65635
1186,35,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.52,865,501,1245,bayesian-gamma-poisson-montecarlo-v2,1664.721,0.8779,0.524,0.6121,0.74159
1187,35,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,True,1.226,981,654,1338,bayesian-gamma-poisson-montecarlo-v2,800.413,0.6084,0.607,0.52,0.52605
1188,35,Road patch and resurfacing - Cluster 32,Road,LGED,False,0.996,554,229,925,bayesian-gamma-poisson-montecarlo-v2,556.117,0.6609,0.5475,0.5646,0.56368
1189,35,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.424,848,509,1223,bayesian-gamma-poisson-montecarlo-v2,2000.43,0.8949,0.4906,0.4814,0.71802
1190,35,Pocket park and tree corridor - Cluster 34,Green,RAJUK,True,1.243,930,549,1314,bayesian-gamma-poisson-montecarlo-v2,748.378,0.9483,0.5012,0.6406,0.62624
1191,36,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,0.538,939,601,1302,bayesian-gamma-poisson-montecarlo-v2,1746.009,0.99,0.5658,0.5671,0.69499
1192,36,Road patch and resurfacing - Cluster 2,Road,LGED,True,0.662,390,139,687,bayesian-gamma-poisson-montecarlo-v2,589.033,0.99,0.6626,0.4773,0.59923
1193,36,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.735,858,493,1197,bayesian-gamma-poisson-montecarlo-v2,1167.512,0.5488,0.554,0.6341,0.57868
1194,36,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,0.646,908,575,1317,bayesian-gamma-poisson-montecarlo-v2,1406.207,0.666,0.5701,0.5976,0.64884
1195,36,Canal edge desilting - Cluster 5,Water,WASA,False,2.0,965,620,1359,bayesian-gamma-poisson-montecarlo-v2,482.593,0.99,0.598,0.5533,0.61368
1196,36,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.633,879,520,1277,bayesian-gamma-poisson-montecarlo-v2,1389.371,0.6545,0.4948,0.5621,0.64328
1197,36,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.451,981,658,1336,bayesian-gamma-poisson-montecarlo-v2,675.979,0.8575,0.6026,0.6617,0.64879
1198,36,Road patch and resurfacing - Cluster 8,Road,LGED,True,0.86,483,171,848,bayesian-gamma-poisson-montecarlo-v2,561.93,0.9251,0.5944,0.4511,0.54307
1199,36,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.347,770,404,1152,bayesian-gamma-poisson-montecarlo-v2,2216.99,0.825,0.7119,0.4252,0.73404
1200,36,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,1.515,885,573,1224,bayesian-gamma-poisson-montecarlo-v2,584.33,0.6081,0.5477,0.5225,0.5512
1201,36,Canal edge desilting - Cluster 11,Water,WASA,True,0.861,979,626,1370,bayesian-gamma-poisson-montecarlo-v2,1137.295,0.5191,0.5783,0.7456,0.61097
1202,36,Community safety lighting - Cluster 12,Public Safety,City Corporation,True,0.857,871,509,1246,bayesian-gamma-poisson-montecarlo-v2,1016.313,0.9558,0.4971,0.4688,0.5893
1203,36,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,0.798,966,611,1354,bayesian-gamma-poisson-montecarlo-v2,1209.962,0.6581,0.6059,0.8006,0.71939
1204,36,Road patch and resurfacing - Cluster 14,Road,LGED,False,2.378,760,348,1160,bayesian-gamma-poisson-montecarlo-v2,319.535,0.7252,0.5514,0.3507,0.49002
1205,36,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,1.086,887,591,1227,bayesian-gamma-poisson-montecarlo-v2,816.841,0.9121,0.6689,0.5356,0.64759
1206,36,Pocket park and tree corridor - Cluster 16,Green,RAJUK,True,2.177,892,576,1236,bayesian-gamma-poisson-montecarlo-v2,409.806,0.6158,0.5597,0.4791,0.48261
1207,36,Canal edge desilting - Cluster 17,Water,WASA,False,2.51,965,604,1347,bayesian-gamma-poisson-montecarlo-v2,384.496,0.9582,0.4785,0.5964,0.55721
1208,36,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,1.368,880,534,1257,bayesian-gamma-poisson-montecarlo-v2,643.377,0.6913,0.5265,0.3277,0.4813
1209,36,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,True,1.347,970,645,1324,bayesian-gamma-poisson-montecarlo-v2,720.316,0.9709,0.5236,0.696,0.66843
1210,36,Road patch and resurfacing - Cluster 20,Road,LGED,False,0.781,452,177,769,bayesian-gamma-poisson-montecarlo-v2,578.43,0.7492,0.5658,0.5832,0.58608
1211,36,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.556,851,513,1199,bayesian-gamma-poisson-montecarlo-v2,1530.083,0.949,0.638,0.564,0.72237
1212,36,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,1.73,866,519,1204,bayesian-gamma-poisson-montecarlo-v2,500.636,0.5285,0.4735,0.4733,0.45431
1213,36,Canal edge desilting - Cluster 23,Water,WASA,False,0.856,958,641,1326,bayesian-gamma-poisson-montecarlo-v2,1118.638,0.5975,0.5842,0.5476,0.59105
1214,36,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,0.693,872,527,1245,bayesian-gamma-poisson-montecarlo-v2,1258.47,0.99,0.5673,0.5215,0.6522
1215,36,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,1.448,955,594,1298,bayesian-gamma-poisson-montecarlo-v2,659.511,0.3219,0.6708,0.576,0.52425
1216,36,Road patch and resurfacing - Cluster 26,Road,LGED,False,0.982,533,197,935,bayesian-gamma-poisson-montecarlo-v2,542.923,0.9446,0.4936,0.4449,0.60605
1217,36,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.256,671,311,1041,bayesian-gamma-poisson-montecarlo-v2,2617.466,0.6591,0.5814,0.4564,0.73322
1218,36,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,1.917,892,565,1222,bayesian-gamma-poisson-montecarlo-v2,465.324,0.7792,0.4301,0.5123,0.48546
1219,36,Canal edge desilting - Cluster 29,Water,WASA,True,2.838,958,606,1326,bayesian-gamma-poisson-montecarlo-v2,337.594,0.9167,0.6093,0.5822,0.60737
1220,36,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.914,897,570,1257,bayesian-gamma-poisson-montecarlo-v2,981.349,0.7098,0.4949,0.4742,0.53438
1221,36,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.657,1007,620,1401,bayesian-gamma-poisson-montecarlo-v2,1531.914,0.99,0.5519,0.6564,0.76458
1222,36,Road patch and resurfacing - Cluster 32,Road,LGED,False,1.829,686,302,1083,bayesian-gamma-poisson-montecarlo-v2,375.161,0.4549,0.6279,0.5222,0.47217
1223,36,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.843,918,566,1313,bayesian-gamma-poisson-montecarlo-v2,1089.559,0.598,0.5902,0.469,0.53512
1224,36,Pocket park and tree corridor - Cluster 34,Green,RAJUK,False,0.514,881,557,1224,bayesian-gamma-poisson-montecarlo-v2,1713.423,0.7917,0.3655,0.6236,0.68249
1225,37,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,1.417,959,577,1348,bayesian-gamma-poisson-montecarlo-v2,676.694,0.7056,0.4337,0.4971,0.53153
1226,37,Road patch and resurfacing - Cluster 2,Road,LGED,False,1.859,432,171,749,bayesian-gamma-poisson-montecarlo-v2,232.342,0.9728,0.4194,0.4748,0.5321
1227,37,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.368,472,206,764,bayesian-gamma-poisson-montecarlo-v2,1281.207,0.9429,0.3572,0.4875,0.56215
1228,37,Pocket park and tree corridor - Cluster 4,Green,RAJUK,True,1.497,894,543,1309,bayesian-gamma-poisson-montecarlo-v2,597.301,0.7911,0.5266,0.6021,0.62391
1229,37,Canal edge desilting - Cluster 5,Water,WASA,False,1.918,968,608,1364,bayesian-gamma-poisson-montecarlo-v2,504.761,0.6711,0.4696,0.6333,0.5094
1230,37,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.517,507,236,850,bayesian-gamma-poisson-montecarlo-v2,980.581,0.7792,0.4883,0.53,0.57408
1231,37,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,1.421,976,634,1317,bayesian-gamma-poisson-montecarlo-v2,686.945,0.7092,0.4557,0.4671,0.52511
1232,37,Road patch and resurfacing - Cluster 8,Road,LGED,False,0.912,277,98,469,bayesian-gamma-poisson-montecarlo-v2,303.71,0.8598,0.4174,0.514,0.53124
1233,37,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,1.055,803,435,1167,bayesian-gamma-poisson-montecarlo-v2,761.136,0.7022,0.5184,0.5711,0.5655
1234,37,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,1.489,904,560,1272,bayesian-gamma-poisson-montecarlo-v2,607.191,0.8423,0.5678,0.579,0.58131
1235,37,Canal edge desilting - Cluster 11,Water,WASA,True,0.947,803,443,1203,bayesian-gamma-poisson-montecarlo-v2,847.668,0.6637,0.7218,0.6148,0.64457
1236,37,Community safety lighting - Cluster 12,Public Safety,City Corporation,True,0.746,672,310,1092,bayesian-gamma-poisson-montecarlo-v2,901.251,0.633,0.443,0.4952,0.51594
1237,37,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,1.11,964,624,1326,bayesian-gamma-poisson-montecarlo-v2,868.433,0.7547,0.482,0.6092,0.58992
1238,37,Road patch and resurfacing - Cluster 14,Road,LGED,True,1.447,384,146,658,bayesian-gamma-poisson-montecarlo-v2,265.293,0.876,0.2989,0.5516,0.45884
1239,37,Waste hotspot clearance - Cluster 15,Waste,City Corporation,True,0.283,403,196,625,bayesian-gamma-poisson-montecarlo-v2,1423.739,0.4957,0.5473,0.414,0.5708
1240,37,Pocket park and tree corridor - Cluster 16,Green,RAJUK,False,1.587,928,606,1310,bayesian-gamma-poisson-montecarlo-v2,584.906,0.9633,0.4753,0.4916,0.56622
1241,37,Canal edge desilting - Cluster 17,Water,WASA,False,1.184,874,526,1240,bayesian-gamma-poisson-montecarlo-v2,738.484,0.5097,0.6258,0.6333,0.57234
1242,37,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.354,356,171,596,bayesian-gamma-poisson-montecarlo-v2,1005.126,0.6228,0.5158,0.4971,0.53638
1243,37,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,0.615,861,505,1247,bayesian-gamma-poisson-montecarlo-v2,1400.029,0.99,0.5265,0.587,0.6969
1244,37,Road patch and resurfacing - Cluster 20,Road,LGED,False,2.674,557,222,941,bayesian-gamma-poisson-montecarlo-v2,208.3,0.7078,0.5029,0.3926,0.43169
1245,37,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,1.004,814,423,1280,bayesian-gamma-poisson-montecarlo-v2,810.409,0.6624,0.5653,0.2897,0.47897
1246,37,Pocket park and tree corridor - Cluster 22,Green,RAJUK,True,0.642,829,504,1199,bayesian-gamma-poisson-montecarlo-v2,1291.075,0.7466,0.5245,0.4947,0.6035
1247,37,Canal edge desilting - Cluster 23,Water,WASA,True,3.144,1000,647,1395,bayesian-gamma-poisson-montecarlo-v2,318.032,0.7596,0.5518,0.633,0.55341
1248,37,Community safety lighting - Cluster 24,Public Safety,City Corporation,False,1.304,752,414,1039,bayesian-gamma-poisson-montecarlo-v2,576.546,0.6299,0.3443,0.4158,0.41649
1249,37,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,0.534,780,432,1143,bayesian-gamma-poisson-montecarlo-v2,1461.112,0.6142,0.5043,0.6715,0.64414
1250,37,Road patch and resurfacing - Cluster 26,Road,LGED,True,1.521,370,148,651,bayesian-gamma-poisson-montecarlo-v2,243.304,0.8413,0.6382,0.4919,0.55485
1251,37,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.904,765,416,1120,bayesian-gamma-poisson-montecarlo-v2,846.413,0.7482,0.4451,0.378,0.4605
1252,37,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,1.448,915,567,1284,bayesian-gamma-poisson-montecarlo-v2,631.74,0.8195,0.5138,0.4486,0.53122
1253,37,Canal edge desilting - Cluster 29,Water,WASA,False,1.788,969,606,1440,bayesian-gamma-poisson-montecarlo-v2,541.814,0.7089,0.4725,0.734,0.55376
1254,37,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.867,646,295,1009,bayesian-gamma-poisson-montecarlo-v2,744.769,0.5547,0.464,0.3911,0.44134
1255,37,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,0.839,927,576,1310,bayesian-gamma-poisson-montecarlo-v2,1104.675,0.9774,0.5677,0.5476,0.67468
1256,37,Road patch and resurfacing - Cluster 32,Road,LGED,False,0.606,204,90,338,bayesian-gamma-poisson-montecarlo-v2,336.399,0.7702,0.6267,0.4006,0.5085
1257,37,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.861,796,438,1162,bayesian-gamma-poisson-montecarlo-v2,924.517,0.4348,0.6082,0.4498,0.46739
1258,37,Pocket park and tree corridor - Cluster 34,Green,RAJUK,True,1.544,914,555,1282,bayesian-gamma-poisson-montecarlo-v2,591.783,0.7216,0.5181,0.4533,0.49556
1259,38,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,False,1.272,1018,671,1394,bayesian-gamma-poisson-montecarlo-v2,800.462,0.8123,0.4669,0.6551,0.64486
1260,38,Road patch and resurfacing - Cluster 2,Road,LGED,False,0.553,226,90,389,bayesian-gamma-poisson-montecarlo-v2,408.48,0.8166,0.4073,0.5868,0.51564
1261,38,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.58,702,344,1068,bayesian-gamma-poisson-montecarlo-v2,1210.725,0.8159,0.4799,0.5021,0.58551
1262,38,Pocket park and tree corridor - Cluster 4,Green,RAJUK,False,1.064,739,376,1128,bayesian-gamma-poisson-montecarlo-v2,694.693,0.6384,0.5103,0.3945,0.52372
1263,38,Canal edge desilting - Cluster 5,Water,WASA,True,1.309,971,591,1412,bayesian-gamma-poisson-montecarlo-v2,741.835,0.8922,0.4384,0.592,0.5761
1264,38,Community safety lighting - Cluster 6,Public Safety,City Corporation,False,0.621,632,298,988,bayesian-gamma-poisson-montecarlo-v2,1017.062,0.6678,0.5962,0.5901,0.62173
1265,38,Drain cleaning micro-package - Cluster 7,Drainage,City Corporation,False,0.717,950,609,1289,bayesian-gamma-poisson-montecarlo-v2,1325.37,0.8198,0.4219,0.5666,0.61559
1266,38,Road patch and resurfacing - Cluster 8,Road,LGED,True,1.701,497,201,887,bayesian-gamma-poisson-montecarlo-v2,292.214,0.8917,0.4636,0.4198,0.4636
1267,38,Waste hotspot clearance - Cluster 9,Waste,City Corporation,False,0.566,656,311,1021,bayesian-gamma-poisson-montecarlo-v2,1159.535,0.6995,0.4932,0.5132,0.57123
1268,38,Pocket park and tree corridor - Cluster 10,Green,RAJUK,False,0.66,570,269,912,bayesian-gamma-poisson-montecarlo-v2,863.732,0.6902,0.4298,0.5805,0.57609
1269,38,Canal edge desilting - Cluster 11,Water,WASA,False,3.141,1023,667,1415,bayesian-gamma-poisson-montecarlo-v2,325.671,0.4046,0.352,0.6125,0.43057
1270,38,Community safety lighting - Cluster 12,Public Safety,City Corporation,True,0.936,753,388,1134,bayesian-gamma-poisson-montecarlo-v2,804.636,0.7076,0.3948,0.4026,0.46779
1271,38,Drain cleaning micro-package - Cluster 13,Drainage,City Corporation,False,0.795,1011,652,1363,bayesian-gamma-poisson-montecarlo-v2,1272.101,0.5478,0.3905,0.49,0.4982
1272,38,Road patch and resurfacing - Cluster 14,Road,LGED,False,1.439,474,170,864,bayesian-gamma-poisson-montecarlo-v2,329.382,0.8187,0.4232,0.4518,0.50682
1273,38,Waste hotspot clearance - Cluster 15,Waste,City Corporation,False,1.174,842,493,1223,bayesian-gamma-poisson-montecarlo-v2,716.943,0.8045,0.5338,0.406,0.51745
1274,38,Pocket park and tree corridor - Cluster 16,Green,RAJUK,False,0.68,582,287,910,bayesian-gamma-poisson-montecarlo-v2,855.566,0.756,0.4496,0.445,0.5115
1275,38,Canal edge desilting - Cluster 17,Water,WASA,False,1.494,979,647,1338,bayesian-gamma-poisson-montecarlo-v2,655.18,0.7187,0.5762,0.5397,0.60454
1276,38,Community safety lighting - Cluster 18,Public Safety,City Corporation,False,0.802,646,338,1018,bayesian-gamma-poisson-montecarlo-v2,805.478,0.8142,0.5494,0.4834,0.53159
1277,38,Drain cleaning micro-package - Cluster 19,Drainage,City Corporation,False,1.497,1009,675,1360,bayesian-gamma-poisson-montecarlo-v2,674.151,0.6855,0.4488,0.5417,0.55627
1278,38,Road patch and resurfacing - Cluster 20,Road,LGED,True,1.705,512,210,847,bayesian-gamma-poisson-montecarlo-v2,300.325,0.7042,0.5885,0.4844,0.521
1279,38,Waste hotspot clearance - Cluster 21,Waste,City Corporation,False,0.501,604,284,988,bayesian-gamma-poisson-montecarlo-v2,1205.918,0.597,0.5532,0.5607,0.63133
1280,38,Pocket park and tree corridor - Cluster 22,Green,RAJUK,False,0.948,700,370,1064,bayesian-gamma-poisson-montecarlo-v2,738.772,0.7613,0.4156,0.6059,0.51623
1281,38,Canal edge desilting - Cluster 23,Water,WASA,False,1.016,933,604,1315,bayesian-gamma-poisson-montecarlo-v2,918.664,0.7944,0.4478,0.751,0.64605
1282,38,Community safety lighting - Cluster 24,Public Safety,City Corporation,True,0.582,571,287,915,bayesian-gamma-poisson-montecarlo-v2,980.514,0.9722,0.5181,0.4756,0.57594
1283,38,Drain cleaning micro-package - Cluster 25,Drainage,City Corporation,False,0.594,946,599,1334,bayesian-gamma-poisson-montecarlo-v2,1592.205,0.4417,0.433,0.6584,0.61994
1284,38,Road patch and resurfacing - Cluster 26,Road,LGED,False,0.563,245,90,440,bayesian-gamma-poisson-montecarlo-v2,435.079,0.754,0.3834,0.4777,0.47803
1285,38,Waste hotspot clearance - Cluster 27,Waste,City Corporation,False,0.336,483,249,743,bayesian-gamma-poisson-montecarlo-v2,1439.571,0.5568,0.5166,0.448,0.54976
1286,38,Pocket park and tree corridor - Cluster 28,Green,RAJUK,True,1.897,838,482,1185,bayesian-gamma-poisson-montecarlo-v2,441.714,0.692,0.5124,0.448,0.48985
1287,38,Canal edge desilting - Cluster 29,Water,WASA,False,1.4,960,637,1323,bayesian-gamma-poisson-montecarlo-v2,685.856,0.5189,0.4628,0.6082,0.52138
1288,38,Community safety lighting - Cluster 30,Public Safety,City Corporation,False,0.521,535,247,871,bayesian-gamma-poisson-montecarlo-v2,1026.014,0.99,0.6032,0.4785,0.62956
1289,38,Drain cleaning micro-package - Cluster 31,Drainage,City Corporation,False,1.046,982,641,1342,bayesian-gamma-poisson-montecarlo-v2,939.054,0.5355,0.535,0.5805,0.53494
1290,38,Road patch and resurfacing - Cluster 32,Road,LGED,False,1.034,364,138,638,bayesian-gamma-poisson-montecarlo-v2,352.019,0.9531,0.2869,0.6141,0.51218
1291,38,Waste hotspot clearance - Cluster 33,Waste,City Corporation,False,0.462,569,290,886,bayesian-gamma-poisson-montecarlo-v2,1232.271,0.472,0.5395,0.3967,0.50353
1292,38,Pocket park and tree corridor - Cluster 34,Green,RAJUK,True,1.461,795,460,1155,bayesian-gamma-poisson-montecarlo-v2,544.208,0.6578,0.5993,0.4384,0.50482
1293,39,Drain cleaning micro-package - Cluster 1,Drainage,City Corporation,True,0.552,912,549,1329,bayesian-gamma-poisson-montecarlo-v2,1653.644,0.6135,0.3122,0.5956,0.58158
1294,39,Road patch and resurfacing - Cluster 2,Road,LGED,False,0.845,324,115,572,bayesian-gamma-poisson-montecarlo-v2,383.63,0.7947,0.5383,0.4756,0.52215
1295,39,Waste hotspot clearance - Cluster 3,Waste,City Corporation,False,0.973,822,478,1222,bayesian-gamma-poisson-montecarlo-v2,844.926,0.7151,0.5342,0.59,0.55195
1296,39,Pocket park and tree corridor - Cluster 4,Green,RAJUK,True,1.854,856,549,1164,bayesian-gamma-poisson-montecarlo-v2,461.599,0.6516,0.5098,0.4285,0.45271
1297,39,Canal edge desilting - Cluster 5,Water,WASA,False,3.139,985,628,1344,bayesian-gamma-poisson-montecarlo-v2,313.79,0.9872,0.4613,0.6811,0.61859
